Date,Open*,High,Low,Close**,Volume,Market Cap
9-Apr-20,46.35,46.58,45.17,46.38,"3,628,019,378","2,990,629,539"
8-Apr-20,44.68,46.75,44.35,46.32,"3,831,132,142","2,986,094,917"
7-Apr-20,44.4,47.2,44.11,44.67,"4,391,267,713","2,879,255,750"
6-Apr-20,40.66,44.49,40.54,44.39,"4,287,968,687","2,861,077,283"
5-Apr-20,40.69,41,39.93,40.67,"3,084,146,015","2,620,968,039"
4-Apr-20,40.34,40.83,39.96,40.68,"3,229,457,622","2,621,009,072"
3-Apr-20,39.89,41.08,39.68,40.36,"3,482,692,346","2,600,305,500"
2-Apr-20,39.36,41.65,39.25,39.87,"3,985,953,572","2,568,780,271"
1-Apr-20,39.28,39.38,37.45,39.38,"3,303,999,600","2,536,712,327"
31-Mar-20,39.12,39.37,38.68,39.3,"3,359,087,002","2,531,157,610"
30-Mar-20,37.26,39.32,37.26,39.14,"3,318,334,905","2,520,514,843"
29-Mar-20,38.87,38.93,37.21,37.33,"2,683,734,233","2,403,961,159"
28-Mar-20,38.86,39.33,37.1,38.87,"3,119,837,445","2,502,911,913"
27-Mar-20,40.18,40.6,38.89,38.92,"2,962,853,270","2,505,504,071"
26-Mar-20,39.17,40.17,38.79,40.16,"2,827,963,692","2,585,178,521"
25-Mar-20,40.48,40.7,38.55,39.15,"3,133,347,522","2,519,916,317"
24-Mar-20,38.75,40.75,38.27,40.49,"3,331,925,793","2,605,834,454"
23-Mar-20,35.58,38.85,35.42,38.77,"3,598,154,774","2,494,558,925"
22-Mar-20,38.37,39.48,35.5,35.63,"3,148,219,029","2,292,391,578"
21-Mar-20,38.08,39.34,36.95,38.34,"3,438,721,430","2,466,743,818"
20-Mar-20,39.11,43.33,35.59,38.13,"4,537,692,970","2,452,922,646"
19-Mar-20,33.72,40.23,33.71,39.07,"4,157,185,543","2,513,235,593"
18-Mar-20,33.56,34.14,32.78,33.68,"3,170,415,992","2,166,347,103"
17-Mar-20,32.9,35.42,32.79,33.56,"3,289,527,849","2,158,391,141"
16-Mar-20,36.45,36.45,30.61,32.88,"4,079,630,236","2,113,940,825"
15-Mar-20,34.41,38.23,34.2,36.44,"3,434,485,463","2,342,660,616"
14-Mar-20,37.54,37.6,34.04,34.4,"3,270,465,986","2,211,281,928"
13-Mar-20,31,39.25,25.57,37.44,"7,552,238,198","2,406,597,116"
12-Mar-20,48.45,48.56,30.63,30.93,"5,417,383,296","1,988,180,694"
11-Mar-20,50.26,50.61,46.24,48.46,"3,807,551,814","3,114,857,126"
10-Mar-20,50.48,51.25,49.4,50.26,"3,945,792,927","3,229,716,140"
9-Mar-20,51.64,52.31,47.28,50.17,"5,097,423,294","3,223,665,284"
8-Mar-20,60.58,60.61,51.73,51.73,"4,523,736,331","3,323,571,636"
7-Mar-20,63.02,63.76,60.5,60.55,"4,258,036,532","3,889,681,824"
6-Mar-20,62.05,63.77,61.46,63.03,"4,766,934,524","4,048,469,921"
5-Mar-20,60.4,63.14,60.4,62.05,"4,712,202,709","3,985,045,689"
4-Mar-20,61.14,61.57,59.36,60.38,"4,429,853,608","3,877,791,382"
3-Mar-20,61.02,62.35,60.01,61.14,"5,412,760,345","3,926,290,829"
2-Mar-20,57.98,61.94,57.55,61,"5,309,970,238","3,916,306,949"
1-Mar-20,58.53,60.12,56.65,57.96,"4,317,287,191","3,720,790,355"
29-Feb-20,59.75,61.38,58.39,58.54,"4,168,117,352","3,758,049,404"
28-Feb-20,61.44,63.17,57.84,59.76,"5,266,399,749","3,835,945,103"
27-Feb-20,61.03,64.62,57.8,61.51,"5,649,302,854","3,947,440,769"
26-Feb-20,71.18,71.86,58.58,61.01,"6,518,313,483","3,915,328,585"
25-Feb-20,75.5,75.81,70.07,71.18,"5,755,711,246","4,567,178,980"
24-Feb-20,79.56,79.56,72.38,75.54,"6,355,612,214","4,846,065,100"
23-Feb-20,75.07,79.8,74.98,79.54,"5,702,486,428","5,102,126,285"
22-Feb-20,73.49,76.49,72.57,75.13,"5,547,090,434","4,819,103,854"
21-Feb-20,69.57,74.94,68.91,73.45,"5,579,449,656","4,710,680,779"
20-Feb-20,70.98,72.17,67.46,69.62,"5,500,324,693","4,464,832,282"
19-Feb-20,77.08,78.2,70.54,71.14,"5,298,677,185","4,561,234,455"
18-Feb-20,73.19,78.01,70.89,77.04,"5,600,214,717","4,938,917,809"
17-Feb-20,74.97,75.38,69.44,73.25,"5,593,944,695","4,695,804,838"
16-Feb-20,76.73,80.41,69.58,75.15,"6,186,098,306","4,817,137,104"
15-Feb-20,83.03,83.38,76.1,76.51,"5,612,667,760","4,903,772,881"
14-Feb-20,80.38,83.46,79.43,82.99,"5,382,846,670","5,318,240,171"
13-Feb-20,81.23,83.69,78.58,80.4,"6,579,062,946","5,151,873,617"
12-Feb-20,76.49,82.27,76.45,81.3,"5,701,884,854","5,208,558,724"
11-Feb-20,74.35,76.63,72.85,76.6,"4,742,120,918","4,906,933,361"
10-Feb-20,77.14,77.56,73.12,74.34,"5,373,709,984","4,761,554,712"
9-Feb-20,76.45,78.2,75.69,77.09,"5,145,711,108","4,937,660,994"
8-Feb-20,74.4,77.42,72.14,76.47,"5,496,860,399","4,897,092,475"
7-Feb-20,73.47,74.96,73.22,74.36,"5,051,951,258","4,761,261,677"
6-Feb-20,72.53,74.66,71.11,73.39,"5,463,272,394","4,698,795,737"
5-Feb-20,68.11,73.18,67.88,72.49,"5,169,585,841","4,640,906,808"
4-Feb-20,69.77,70.33,66.9,68.2,"4,449,652,117","4,365,253,454"
3-Feb-20,69.99,72.39,68.97,69.78,"4,965,069,690","4,466,102,181"
2-Feb-20,70.8,73.25,68.13,70.23,"5,482,993,030","4,494,447,999"
1-Feb-20,67.91,72.28,67.66,70.82,"6,009,767,449","4,531,596,557"
31-Jan-20,68.18,69.38,65.79,67.88,"5,718,104,791","4,342,918,713"
30-Jan-20,60.01,69.74,58.78,68.16,"6,042,169,957","4,360,322,858"
29-Jan-20,60.66,62.25,59.78,60.08,"3,894,445,882","3,842,950,242"
28-Jan-20,58.77,61.15,57.76,60.67,"4,220,742,210","3,880,511,637"
27-Jan-20,56.28,59.58,56.08,58.76,"3,832,184,228","3,758,010,753"
26-Jan-20,53.69,56.48,53.3,56.21,"3,283,750,798","3,594,505,100"
25-Jan-20,54.56,54.56,52.77,53.7,"2,938,756,558","3,433,273,431"
24-Jan-20,54.64,55.42,51.36,54.53,"3,532,776,556","3,486,182,447"
23-Jan-20,58.35,58.48,53.39,54.63,"3,348,002,983","3,492,096,602"
22-Jan-20,57.64,58.99,57.32,58.35,"3,076,205,980","3,729,779,086"
21-Jan-20,57.23,57.96,56.27,57.65,"3,130,143,642","3,684,221,719"
20-Jan-20,57.78,58.09,56.23,57.2,"3,306,438,947","3,655,443,935"
19-Jan-20,59.45,61.79,56.18,57.8,"4,197,776,579","3,693,201,722"
18-Jan-20,61.3,62.17,58.53,59.41,"4,426,051,530","3,795,493,154"
17-Jan-20,57.64,62.89,56.9,61.49,"5,067,456,613","3,927,821,846"
16-Jan-20,58.05,58.3,55.15,57.62,"4,347,723,835","3,680,300,934"
15-Jan-20,58.39,59.92,56.17,58.05,"5,070,738,793","3,707,655,223"
14-Jan-20,49.7,59.88,49.69,58.48,"5,729,547,956","3,734,400,000"
13-Jan-20,51.12,51.39,48.93,49.73,"3,336,204,744","3,175,647,876"
12-Jan-20,49.32,51.3,49.01,51.08,"3,858,852,964","3,261,300,810"
11-Jan-20,48.63,51.33,48.09,49.26,"3,915,781,115","3,144,901,794"
10-Jan-20,45.21,49.17,44.03,48.73,"3,808,140,302","3,110,300,142"
9-Jan-20,45.62,45.78,44.31,45.22,"2,986,327,757","2,885,860,528"
8-Jan-20,46.45,48.2,44.63,45.65,"3,633,957,130","2,913,485,629"
7-Jan-20,45.84,46.86,44.72,46.42,"3,611,521,907","2,962,310,517"
6-Jan-20,43.6,45.96,43.49,45.82,"3,349,237,768","2,923,126,044"
5-Jan-20,43.29,44.73,43,43.55,"3,017,148,033","2,778,396,525"
4-Jan-20,42.38,43.34,41.93,43.33,"2,843,192,897","2,763,617,782"
3-Jan-20,39.86,42.45,39.45,42.42,"3,260,961,326","2,705,193,552"
2-Jan-20,42.02,42.13,39.68,39.82,"2,759,827,139","2,539,554,281"
1-Jan-20,41.33,42.29,41.29,42.02,"2,782,992,323","2,679,229,284"
31-Dec-19,42.77,43.06,41.17,41.34,"3,015,923,778","2,635,704,909"
30-Dec-19,43.75,44.6,42.43,42.75,"3,330,795,171","2,725,146,760"
29-Dec-19,42.8,44.45,42.44,43.67,"3,573,796,558","2,783,708,412"
28-Dec-19,41.17,43.81,41.13,42.84,"3,260,638,656","2,730,585,594"
27-Dec-19,40.26,41.65,39.96,41.18,"2,949,759,036","2,624,203,892"
26-Dec-19,40.61,41.37,39.81,40.27,"2,848,923,906","2,565,795,345"
25-Dec-19,40.73,40.76,39.88,40.63,"2,773,383,486","2,588,660,479"
24-Dec-19,40.86,41.68,40.22,40.68,"2,860,933,776","2,591,459,879"
23-Dec-19,41.95,42.55,40.72,40.85,"3,163,414,128","2,601,950,200"
22-Dec-19,40.01,42.25,39.95,41.97,"3,141,032,976","2,672,823,095"
21-Dec-19,40.3,40.34,39.74,40,"2,655,178,488","2,547,148,313"
20-Dec-19,39.94,40.59,39.67,40.29,"2,778,859,161","2,565,522,972"
19-Dec-19,40.79,41.12,39.07,39.92,"3,173,676,635","2,541,689,077"
18-Dec-19,37.12,41.1,36.67,40.78,"3,845,534,650","2,596,036,805"
17-Dec-19,40.36,40.42,36.93,37.08,"3,283,924,746","2,360,532,950"
16-Dec-19,43.78,43.87,40.05,40.37,"3,046,141,449","2,569,728,492"
15-Dec-19,43.85,44.31,42.76,43.76,"2,668,105,124","2,784,724,201"
14-Dec-19,44.45,44.66,43.52,43.72,"2,721,787,991","2,791,200,748"
13-Dec-19,44.01,44.5,43.71,44.45,"2,766,557,274","2,837,399,801"
12-Dec-19,43.92,44.28,43.5,44.08,"2,740,797,932","2,813,611,017"
11-Dec-19,44.61,44.93,43.72,43.95,"2,507,211,954","2,804,621,325"
10-Dec-19,45.01,45.1,44.11,44.64,"2,349,745,528","2,848,915,169"
9-Dec-19,45.9,46.07,44.71,44.94,"2,473,452,708","2,867,412,869"
8-Dec-19,45.68,46.51,45.45,45.95,"2,266,427,857","2,931,804,622"
7-Dec-19,45.67,46.21,45.4,45.64,"2,380,335,463","2,911,520,839"
6-Dec-19,45.29,45.7,44.75,45.67,"2,585,078,804","2,913,078,062"
5-Dec-19,45.14,46.75,44.36,45.3,"2,818,768,679","2,889,242,709"
4-Dec-19,45.4,46.54,44.58,45.19,"2,951,880,019","2,882,011,362"
3-Dec-19,45.78,46.62,44.76,45.38,"2,557,212,174","2,893,726,010"
2-Dec-19,47.65,47.81,45.32,45.82,"2,680,452,035","2,921,144,389"
1-Dec-19,47.46,48.3,46.24,47.71,"2,781,413,686","3,041,545,709"
30-Nov-19,48.91,49.28,47.09,47.48,"2,678,481,167","3,026,175,357"
29-Nov-19,47.09,49.32,47.09,48.88,"2,944,492,393","3,115,330,867"
28-Nov-19,48,48.55,47.02,47.06,"2,662,459,127","2,998,875,250"
27-Nov-19,47.16,48.52,45.44,48.01,"2,979,663,352","3,059,223,170"
26-Nov-19,45.81,47.54,45.66,47.27,"2,659,405,400","3,012,041,642"
25-Nov-19,44.77,47.27,42.96,45.83,"3,408,224,795","2,919,784,838"
24-Nov-19,48.71,48.78,44.73,44.73,"2,709,705,879","2,849,656,912"
23-Nov-19,47.62,48.71,46.78,48.71,"2,746,902,870","3,104,760,987"
22-Nov-19,50.88,51.39,44.89,47.62,"3,734,545,939","3,034,882,008"
21-Nov-19,55.28,55.44,50.15,50.88,"3,158,748,317","3,242,806,030"
20-Nov-19,55.63,56.66,55.09,55.29,"2,858,714,058","3,523,320,531"
19-Nov-19,56.8,57.59,54.94,55.62,"3,030,389,859","3,544,160,660"
18-Nov-19,59.57,60.08,55.86,56.8,"3,131,873,188","3,618,749,968"
17-Nov-19,58.6,60.67,58.34,59.57,"3,215,100,478","3,794,900,734"
16-Nov-19,57.79,59.18,57.47,58.57,"2,841,793,395","3,730,285,758"
15-Nov-19,59.48,60.47,57.54,57.81,"3,195,878,562","3,681,894,624"
14-Nov-19,61.08,61.22,59.42,59.43,"3,040,274,519","3,784,543,703"
13-Nov-19,61.37,62.06,60.87,61.11,"3,094,050,321","3,891,188,361"
12-Nov-19,61.93,62.47,60.69,61.34,"3,333,604,208","3,905,317,178"
11-Nov-19,63.78,64.34,61.37,61.9,"3,033,016,472","3,940,458,193"
10-Nov-19,61.9,64.6,61.81,63.84,"3,611,586,094","4,063,643,936"
9-Nov-19,60.49,62.15,60.38,61.95,"2,849,228,741","3,943,126,748"
8-Nov-19,61.88,62.45,59.51,60.53,"3,414,910,991","3,852,007,191"
7-Nov-19,64.24,64.41,61.08,61.84,"3,557,191,963","3,935,124,153"
6-Nov-19,63.35,64.27,62.96,64.27,"3,755,244,863","4,088,991,803"
5-Nov-19,61.58,64,61.32,63.3,"4,725,921,529","4,027,051,778"
4-Nov-19,58.6,62.18,58.38,61.57,"4,164,854,559","3,916,584,191"
3-Nov-19,58.59,58.97,57.64,58.63,"3,259,935,586","3,728,676,102"
2-Nov-19,58.58,59.33,58.22,58.6,"3,353,942,166","3,726,483,415"
1-Nov-19,58.75,58.75,57.72,58.58,"3,425,154,368","3,725,245,520"
31-Oct-19,58.36,60.08,57.69,58.78,"3,165,801,278","3,737,406,895"
30-Oct-19,59.87,60.89,57.6,58.42,"3,387,114,095","3,714,109,861"
29-Oct-19,58.05,60.66,58.05,59.87,"3,582,210,705","3,805,805,251"
28-Oct-19,59.92,61.91,57.67,58.13,"3,793,848,576","3,694,652,651"
27-Oct-19,56.8,61.87,55.92,59.91,"4,218,140,032","3,807,830,063"
26-Oct-19,56.95,61.73,54.73,56.78,"5,234,627,157","3,607,985,867"
25-Oct-19,50.11,57.32,49.61,56.94,"3,770,902,916","3,618,037,380"
24-Oct-19,49.68,50.47,49.02,50.07,"2,650,862,714","3,181,078,150"
23-Oct-19,53.75,53.82,48.5,49.63,"3,077,488,277","3,152,820,838"
22-Oct-19,54.93,55.29,53.64,53.74,"2,490,194,232","3,413,955,637"
21-Oct-19,54.92,55.56,54.02,54.94,"2,727,253,951","3,489,419,289"
20-Oct-19,54.06,55.44,53.22,54.93,"2,612,273,453","3,488,800,281"
19-Oct-19,53.47,54.46,53.07,54.03,"2,453,091,268","3,431,292,105"
18-Oct-19,54.93,55.04,52.79,53.49,"2,683,486,531","3,396,445,202"
17-Oct-19,52.9,55.13,52.35,54.88,"2,925,315,824","3,484,535,289"
16-Oct-19,54.99,55.55,52.17,52.92,"2,978,803,244","3,359,652,970"
15-Oct-19,57.01,57.37,54.71,54.94,"2,602,960,066","3,487,585,899"
14-Oct-19,56.72,57.33,56.48,56.98,"2,243,495,397","3,616,122,089"
13-Oct-19,55.94,57.73,55.88,56.71,"2,235,957,909","3,599,137,699"
12-Oct-19,56.4,56.93,55.74,55.98,"2,098,404,880","3,552,381,331"
11-Oct-19,57.77,58.24,56,56.3,"2,441,054,545","3,571,918,357"
10-Oct-19,59.4,59.41,57.43,57.78,"2,440,262,585","3,665,380,676"
9-Oct-19,57.42,59.93,56.98,59.43,"2,790,624,239","3,769,908,817"
8-Oct-19,57.79,58.32,57.01,57.4,"2,417,116,506","3,640,571,611"
7-Oct-19,55.34,58.65,54.45,57.79,"2,891,486,029","3,664,860,552"
6-Oct-19,56.84,56.94,54.59,55.41,"2,381,501,439","3,513,746,874"
5-Oct-19,56.81,57.43,55.89,56.84,"2,063,875,681","3,604,148,251"
4-Oct-19,56.52,57.52,56.04,56.85,"2,292,624,175","3,604,329,719"
3-Oct-19,56.53,56.91,54.84,56.55,"2,221,643,896","3,584,521,184"
2-Oct-19,56.01,56.89,55.6,56.51,"2,113,331,224","3,581,752,017"
1-Oct-19,56.09,57.57,55.51,56.06,"2,325,767,310","3,552,792,224"
30-Sep-19,54.31,56.16,53.32,56.06,"2,241,248,501","3,552,325,139"
29-Sep-19,55.71,55.89,53,54.32,"1,825,233,237","3,441,861,229"
28-Sep-19,56.42,56.57,54.64,55.68,"1,975,938,676","3,527,794,899"
27-Sep-19,55.57,56.7,53.77,56.36,"2,324,084,589","3,570,419,888"
26-Sep-19,57.66,57.83,51.84,55.54,"2,663,433,163","3,518,070,664"
25-Sep-19,55.83,58.36,54.25,57.66,"3,360,298,410","3,651,789,616"
24-Sep-19,66.84,67.61,55.82,55.82,"3,919,809,840","3,535,218,521"
23-Sep-19,72.61,74.05,64.33,66.85,"3,215,899,051","4,233,164,124"
22-Sep-19,73.51,73.55,71.8,72.62,"2,494,428,147","4,597,645,596"
21-Sep-19,75.18,75.57,72.91,73.52,"2,572,614,027","4,654,112,106"
20-Sep-19,76.96,77.05,73.87,75.15,"3,148,504,140","4,756,922,829"
19-Sep-19,77.92,78.05,73.38,77.06,"3,778,427,056","4,877,292,702"
18-Sep-19,74.23,79.66,74.15,77.97,"3,665,577,129","4,934,275,012"
17-Sep-19,72.59,76.64,72.42,74.22,"3,104,946,341","4,696,563,797"
16-Sep-19,70.32,73.27,70.11,72.57,"2,652,253,522","4,591,727,205"
15-Sep-19,70.59,71.23,69.97,70.32,"2,330,572,400","4,448,378,327"
14-Sep-19,69.02,71.16,68.49,70.56,"2,439,744,085","4,463,527,330"
13-Sep-19,69.23,69.72,67.91,68.99,"2,368,931,048","4,363,467,464"
12-Sep-19,69.96,70.15,68.74,69.23,"2,316,445,209","4,377,939,287"
11-Sep-19,70.88,71.41,68.97,69.92,"2,569,282,757","4,421,472,828"
10-Sep-19,70.13,72.67,70.07,70.82,"2,893,715,133","4,477,994,431"
9-Sep-19,70.62,70.81,68.52,70.19,"2,654,086,135","4,437,564,022"
8-Sep-19,69.02,71.11,68.94,70.55,"2,776,939,870","4,459,610,897"
7-Sep-19,65.24,70.29,64.9,69.04,"2,763,572,250","4,363,628,897"
6-Sep-19,65.39,67.89,64.89,65.23,"2,595,201,216","4,122,321,157"
5-Sep-19,67.31,67.62,64.62,65.4,"2,379,080,140","4,132,391,771"
4-Sep-19,69.18,69.24,67.06,67.29,"2,696,779,274","4,251,369,351"
3-Sep-19,66.99,70.71,66.64,69.13,"2,816,706,430","4,367,373,936"
2-Sep-19,66.11,67.55,64.96,66.94,"2,400,017,919","4,228,918,428"
1-Sep-19,64.56,66.77,64.5,66.14,"2,228,146,663","4,177,872,605"
31-Aug-19,64.36,65.27,63.01,64.58,"2,283,340,831","4,078,358,696"
30-Aug-19,64.08,65.44,62.61,64.33,"2,377,466,438","4,062,542,325"
29-Aug-19,67.36,67.43,63.63,64.1,"3,092,332,444","4,047,272,938"
28-Aug-19,72.9,73.05,66.54,67.43,"2,883,041,616","4,256,892,976"
27-Aug-19,73.93,73.93,72.37,72.84,"2,489,689,274","4,597,966,230"
26-Aug-19,72.32,74.99,72.12,73.86,"3,046,136,697","4,661,893,373"
25-Aug-19,73.47,74.73,71.17,72.31,"2,227,400,267","4,563,612,040"
24-Aug-19,75.41,75.69,72.32,73.46,"2,191,973,575","4,636,016,950"
23-Aug-19,73.58,75.69,72.87,75.4,"2,496,513,401","4,757,819,433"
22-Aug-19,72.95,74.57,71.31,73.6,"2,908,864,703","4,643,456,772"
21-Aug-19,75.24,75.47,70.58,72.96,"2,878,567,011","4,602,987,629"
20-Aug-19,77.3,77.44,73.94,75.2,"2,430,165,429","4,743,207,580"
19-Aug-19,76.34,78.51,75.88,77.26,"2,346,796,021","4,873,084,523"
18-Aug-19,72.84,77.56,71.67,76.27,"2,743,241,606","4,809,876,077"
17-Aug-19,74.91,75.33,72.27,72.8,"2,482,385,549","4,590,467,351"
16-Aug-19,76.32,77.17,73.07,74.92,"3,016,089,036","4,723,824,771"
15-Aug-19,76.13,78.51,73,76.39,"3,654,075,558","4,815,969,361"
14-Aug-19,84.42,85.55,75.96,76.06,"3,093,090,406","4,794,992,635"
13-Aug-19,85.75,86.32,83.35,84.41,"2,681,787,838","5,320,229,477"
12-Aug-19,89.7,89.71,85.63,85.75,"2,716,187,719","5,404,272,824"
11-Aug-19,85.45,91.03,85.45,89.75,"3,025,787,942","5,655,924,170"
10-Aug-19,84.39,87.11,83.14,85.42,"3,088,060,147","5,382,272,086"
9-Aug-19,90.09,90.36,83.49,84.44,"3,003,278,177","5,319,984,195"
8-Aug-19,90.91,91.72,88.5,90.03,"3,034,717,882","5,671,748,769"
7-Aug-19,93.04,93.74,88.54,90.91,"3,105,989,436","5,726,708,990"
6-Aug-19,96.89,98.98,91.66,93.07,"3,245,339,849","5,861,986,121"
5-Aug-19,93.09,105.59,93.09,96.83,"4,134,352,823","6,098,470,159"
4-Aug-19,94.6,95.39,91.45,93.2,"2,427,608,117","5,868,857,449"
3-Aug-19,95.02,96.84,94.16,94.58,"2,512,959,054","5,954,227,577"
2-Aug-19,99.2,99.2,93.54,94.94,"2,882,784,454","5,975,497,672"
1-Aug-19,98.57,100.26,95.98,99.18,"2,953,184,689","6,240,801,535"
31-Jul-19,90.47,99.48,90.33,98.51,"3,051,471,469","6,197,337,878"
30-Jul-19,90.47,92.19,89.02,90.57,"2,302,521,844","5,696,275,523"
29-Jul-19,89.77,91.39,88.57,90.43,"2,457,824,867","5,686,062,706"
28-Jul-19,88.89,90.41,85.35,89.77,"2,460,180,908","5,643,415,873"
27-Jul-19,94.32,95.65,87.7,88.89,"2,626,517,608","5,586,678,799"
26-Jul-19,93.41,94.55,90.75,94.31,"2,260,844,511","5,925,662,076"
25-Jul-19,94.36,95.85,92.47,93.45,"2,690,273,677","5,870,441,888"
24-Jul-19,90.46,96.42,88.15,94.31,"3,247,150,970","5,923,434,071"
