Open*,High,Low,Close**,Volume,Market Cap
"1,541.63","1,673.23","1,332.14","1,359.71","2,345,250,048","22,882,899,518"
"1,621.17","1,629.48","1,543.08","1,546.18","1,274,880,000","26,018,324,623"
"1,722.93","1,742.40","1,607.79","1,622.57","1,391,459,968","27,300,835,485"
"1,571.39","1,758.61","1,563.35","1,735.66","1,593,049,984","29,201,004,189"
"1,634.00","1,656.55","1,535.77","1,571.27","1,560,039,936","26,432,512,807"
"1,651.86","1,782.83","1,575.76","1,648.51","3,128,960,000","27,728,844,881"
"1,302.23","1,683.81","1,299.95","1,683.81","4,112,090,112","28,319,832,009"
"1,175.06","1,335.25","1,171.60","1,303.31","1,517,619,968","21,917,585,065"
"1,220.78","1,224.15","1,140.88","1,176.97","772,859,008","19,790,794,686"
"1,172.43","1,236.01","1,167.28","1,236.01","800,052,992","20,781,175,181"
"1,260.95","1,262.34","1,144.08","1,172.05","1,285,910,016","19,703,757,418"
"1,197.43","1,388.11","1,197.43","1,254.53","3,053,769,984","21,088,257,259"
909.16,"1,217.42",863.98,"1,185.48","3,203,429,888","19,925,103,285"
"1,202.17","1,210.36",876.57,900.78,"2,034,690,048","15,138,148,704"
"1,269.79","1,326.39","1,191.98","1,212.40","1,321,779,968","20,373,957,660"
"1,346.73","1,390.21","1,211.39","1,273.53","1,697,910,016","21,398,535,582"
"1,381.82","1,501.16","1,043.00","1,353.99","4,850,570,240","22,748,149,042"
"1,346.97","2,477.65","1,215.58","1,388.86","8,371,319,808","23,332,952,165"
"1,001.64","1,403.66",910.72,"1,340.45","5,139,769,856","22,505,049,629"
651.78,"1,034.77",651.78,"1,007.42","5,195,420,160","16,904,381,673"
622.31,670.14,619.26,654.3,"710,387,008","10,975,433,919"
615.24,646.38,565.6,622.46,"837,646,016","10,440,110,926"
602.68,626.21,602.45,616.3,"375,367,008","10,335,114,439"
630.31,657.34,602.65,602.65,"794,105,024","10,104,568,884"
619.91,635.72,579.13,630.7,"816,028,032","10,573,198,701"
635.35,642.05,571.12,620.45,"1,161,369,984","10,399,844,801"
587.32,684.53,577.86,625.32,"1,682,210,048","10,479,281,207"
527.68,610.39,514.52,587.22,"1,632,060,032","9,838,155,902"
438.3,538.26,437.91,531.83,"1,152,230,016","8,909,561,583"
449.37,454.07,431.76,439.05,"343,799,008","7,354,889,628"
458.45,478.42,417.62,448.23,"796,409,024","7,508,138,420"
420.47,526.12,408.4,451.92,"2,002,439,936","7,569,653,562"
369.54,425.45,369.06,423.35,"781,036,992","7,090,441,359"
338.3,372.81,338.24,367.57,"501,988,992","6,150,539,621"
332.11,350.94,331.21,338.2,"234,967,008","5,654,242,244"
326.59,334.38,320.38,332.13,"151,935,008","5,551,042,407"
315.9,340.45,311.48,326.89,"267,442,000","5,462,740,513"
330.67,332.28,309.87,315.6,"191,558,000","5,273,363,644"
323.5,355.52,323.5,331.66,"355,545,984","5,541,354,551"
326.75,328.45,317.46,323.36,"129,938,000","5,402,588,666"
330.9,332.98,323.08,327.44,"160,204,000","5,470,545,512"
339.27,339.27,326.27,330.81,"195,578,000","5,526,221,742"
373.65,376.18,313.77,339.17,"477,184,000","5,665,390,708"
313.7,394.96,309.64,371.73,"1,008,160,000","6,208,911,374"
315.26,318.02,310.52,313.64,"117,797,000","5,238,563,399"
322.42,323.59,307.68,314.95,"133,385,000","5,260,122,752"
321.54,327.42,317.35,321.96,"164,136,992","5,377,048,729"
314.15,323.08,304.38,321.46,"288,209,984","5,368,370,572"
315.47,330.13,310.71,313.21,"262,066,000","5,226,976,847"
320.2,321.27,312.13,314.9,"131,577,000","5,252,890,390"
313.22,352.02,311.7,321.59,"367,808,992","5,364,153,359"
342.76,342.76,289.04,314.16,"288,075,008","5,239,797,071"
360.09,362.46,337,342.21,"203,754,000","5,707,257,741"
363.6,364.88,356.07,360.78,"91,004,000","6,016,481,808"
355.43,371.28,354.96,363.01,"182,031,008","6,053,063,330"
358.42,371.19,348.45,355.75,"268,340,992","5,931,788,841"
404.2,404.45,354.55,358.45,"251,584,000","5,971,673,253"
421.79,421.79,395.74,404.18,"130,247,000","6,729,274,231"
415.87,430.86,411.84,421.19,"219,590,000","7,012,388,892"
433.38,436.94,415.15,415.15,"164,290,000","6,909,649,774"
436.64,445.62,432.53,432.63,"150,564,992","7,195,230,135"
447.66,447.92,426.99,436.77,"148,724,992","7,261,040,415"
456.71,465.2,433.5,447.81,"300,420,992","7,444,349,334"
441.86,460,439.41,457.31,"197,884,992","7,601,937,917"
445.36,458.25,441.83,441.83,"165,303,008","7,343,076,528"
419.65,450.13,419.65,445.8,"302,272,000","7,407,290,307"
428.8,433.04,419.25,421.03,"114,527,000","6,994,250,355"
415.31,432.96,407.45,428.5,"189,127,008","7,116,984,902"
417.92,435.45,402.77,415.09,"241,904,992","6,892,432,473"
475.83,480.01,413.75,416.26,"316,731,008","6,909,737,845"
526.74,527.72,471.09,476.05,"669,264,000","7,901,970,549"
480.64,550.41,450.05,527.88,"802,321,024","8,760,547,516"
422.09,479.69,422.09,479.32,"458,550,016","7,953,091,288"
438.9,438.9,384.06,419.86,"221,828,000","6,964,751,267"
424.49,450.98,388.2,440.22,"313,583,008","7,301,428,312"
369.49,448.39,301.69,424.02,"707,230,976","7,031,847,658"
504.22,510.47,367.04,367.04,"257,431,008","6,086,136,222"
509.47,519.2,471.22,503.61,"340,344,000","8,349,412,081"
539.03,559.22,505.01,510.41,"273,824,992","8,461,057,683"
537.19,556.25,515.67,537.81,"274,712,000","8,914,019,239"
546.47,546.75,484.09,537.07,"289,508,000","8,900,562,998"
584.73,586.18,539.15,547.47,"234,578,000","9,071,936,639"
654.37,687.3,557.51,583.1,"809,763,008","9,661,132,100"
636.85,707.98,603.5,652.85,"1,082,380,032","10,815,367,304"
541.28,642.69,539.96,638.18,"693,240,000","10,570,580,961"
514.9,550.95,458.78,541.71,"338,977,984","8,971,830,392"
608.26,608.26,500.76,517.24,"328,956,992","8,565,835,029"
578.27,617.41,563.59,607.43,"344,862,016","10,058,460,268"
621.96,642.05,560.58,575.9,"350,478,016","9,535,389,383"
588.4,645.52,586.73,622.17,"393,839,008","10,300,395,649"
576.25,603.69,572.14,588.17,"298,144,000","9,736,726,124"
549.32,604.69,535.92,575.21,"443,856,000","9,521,473,372"
596.13,599.3,528.32,552.93,"370,016,992","9,152,068,439"
619.7,626.88,595.52,596.18,"216,272,992","9,866,885,846"
625.89,654.87,589.64,620.9,"402,718,016","10,274,649,098"
641.88,646.93,622.36,625.32,"193,414,000","10,347,467,982"
627.06,665.41,624.3,641.05,"348,632,000","10,602,408,645"
670.03,697.32,617.31,628.11,"407,176,992","10,382,947,973"
690.96,715.67,651.32,669.4,"501,983,008","11,060,763,960"
596.19,734.88,570.27,690.88,"1,393,260,032","11,415,546,169"
723.7,756.59,573.47,599.64,"1,123,399,936","9,901,427,965"
772.42,858.96,683.94,712.87,"1,494,019,968","11,764,311,435"
697.04,"1,091.97",625.16,754.56,"3,196,229,888","12,447,999,918"
458.67,764.07,458.67,690.24,"3,087,490,048","11,385,819,408"
301.02,460.53,293.1,460.53,"744,604,992","7,596,275,408"
297.97,307.62,290.21,300.21,"106,436,000","4,951,611,203"
298.18,306.52,292.88,297.86,"133,924,000","4,912,603,933"
296.1,327.39,293.5,297.68,"174,968,000","4,909,115,806"
316.29,317.47,298.05,298.05,"120,722,000","4,914,961,032"
327.82,341.85,313.7,317.09,"126,007,000","5,228,596,735"
275.88,351.16,275.02,328.24,"233,971,008","5,412,173,084"
305.21,311.68,274.68,275.95,"136,636,992","4,549,781,986"
345.28,349.32,298.61,303.89,"165,032,000","5,010,026,797"
321.35,386.29,309.61,345.49,"274,880,000","5,695,399,910"
223.76,373.87,223.76,319.69,"346,545,984","5,270,009,227"
212.18,223.7,203.45,220.66,"107,606,000","3,637,254,889"
231.11,273.04,200.98,213.15,"144,043,008","3,513,302,001"
362.18,386.93,233.05,233.05,"185,038,000","3,841,262,261"
448.49,519.28,364.05,364.05,"161,518,000","6,000,453,014"
382.38,756.93,309.33,452.66,"416,207,008","7,460,771,889"
294.6,426.11,210.38,380.01,"65,988,800","6,263,348,571"
346.36,347.83,266.19,294.46,"1,075,960",-
385.14,385.14,316.25,345.66,"606,695",-
410.57,423.73,323.73,384.77,"737,815",-
386.65,465.18,217.06,406.05,"1,230,160",-
417.1,460.97,367.78,385.48,"533,207",-
407.08,486.16,321.79,365.82,"1,784,640",-
441.35,541.66,338.09,406.9,"524,908",-
412.58,578.89,409.21,440.7,"190,952",-
555.89,578.97,411.78,413.06,"85,013",-
